0,0|NATION|DEPARTURE|2021-01-19 08:30:00
1,1|NATION|DEPARTURE|2021-01-19 08:35:00
2,2|NATION|DEPARTURE|2021-01-19 08:40:00
3,3|NATION|DEPARTURE|2021-01-19 08:45:00
4,4|NATION|DEPARTURE|2021-01-19 08:50:00
5,5|NATION|DEPARTURE|2021-01-19 08:55:00
6,6|NATION|DEPARTURE|2021-01-19 09:00:00
7,7|NATION|DEPARTURE|2021-01-19 09:05:00
8,8|NATION|DEPARTURE|2021-01-19 09:10:00
9,9|NATION|DEPARTURE|2021-01-19 09:15:00
10,10|NATION|DEPARTURE|2021-01-19 09:20:00
11,11|NATION|DEPARTURE|2021-01-19 09:25:00
12,12|NATION|DEPARTURE|2021-01-19 09:30:00
13,13|NATION|DEPARTURE|2021-01-19 09:35:00
14,14|NATION|DEPARTURE|2021-01-19 09:40:00
15,15|NATION|DEPARTURE|2021-01-19 09:45:00
16,16|NATION|DEPARTURE|2021-01-19 09:50:00
17,17|NATION|DEPARTURE|2021-01-19 09:55:00
18,18|NATION|DEPARTURE|2021-01-19 10:00:00
19,19|NATION|DEPARTURE|2021-01-19 10:05:00
20,20|NATION|DEPARTURE|2021-01-19 10:10:00
21,21|NATION|DEPARTURE|2021-01-19 10:15:00
22,22|NATION|DEPARTURE|2021-01-19 10:20:00
23,23|NATION|DEPARTURE|2021-01-19 10:25:00
24,24|NATION|DEPARTURE|2021-01-19 10:30:00
25,25|NATION|DEPARTURE|2021-01-19 10:35:00
26,26|NATION|DEPARTURE|2021-01-19 10:40:00
27,27|NATION|DEPARTURE|2021-01-19 10:45:00
28,28|NATION|DEPARTURE|2021-01-19 10:50:00
29,29|NATION|DEPARTURE|2021-01-19 10:55:00
30,30|NATION|DEPARTURE|2021-01-19 11:00:00
31,31|NATION|DEPARTURE|2021-01-19 11:05:00
32,32|NATION|DEPARTURE|2021-01-19 11:10:00
33,33|NATION|DEPARTURE|2021-01-19 11:15:00
34,34|NATION|DEPARTURE|2021-01-19 11:20:00
35,35|NATION|DEPARTURE|2021-01-19 11:25:00
36,36|NATION|DEPARTURE|2021-01-19 11:30:00
37,37|NATION|DEPARTURE|2021-01-19 11:35:00
38,38|NATION|DEPARTURE|2021-01-19 11:40:00
39,39|NATION|DEPARTURE|2021-01-19 11:45:00
40,40|NATION|DEPARTURE|2021-01-19 11:50:00
41,41|NATION|DEPARTURE|2021-01-19 11:55:00
42,42|NATION|DEPARTURE|2021-01-19 12:00:00
43,43|NATION|DEPARTURE|2021-01-19 12:05:00
44,44|NATION|DEPARTURE|2021-01-19 12:10:00
45,45|NATION|DEPARTURE|2021-01-19 12:15:00
46,46|NATION|DEPARTURE|2021-01-19 12:20:00
47,47|NATION|DEPARTURE|2021-01-19 12:25:00
48,48|NATION|DEPARTURE|2021-01-19 12:30:00
49,49|NATION|DEPARTURE|2021-01-19 12:35:00
50,50|NATION|DEPARTURE|2021-01-19 12:40:00
51,51|NATION|DEPARTURE|2021-01-19 12:45:00
52,52|NATION|DEPARTURE|2021-01-19 12:50:00
53,53|NATION|DEPARTURE|2021-01-19 12:55:00
54,54|NATION|DEPARTURE|2021-01-19 01:00:00
55,55|NATION|DEPARTURE|2021-01-19 01:05:00
56,56|NATION|DEPARTURE|2021-01-19 01:10:00
57,57|NATION|DEPARTURE|2021-01-19 01:15:00
58,58|NATION|DEPARTURE|2021-01-19 01:20:00
59,59|NATION|DEPARTURE|2021-01-19 01:25:00
60,60|NATION|DEPARTURE|2021-01-19 01:30:00
61,61|NATION|DEPARTURE|2021-01-19 01:35:00
62,62|NATION|DEPARTURE|2021-01-19 01:40:00
63,63|NATION|DEPARTURE|2021-01-19 01:45:00
64,64|NATION|DEPARTURE|2021-01-19 01:50:00
65,65|NATION|DEPARTURE|2021-01-19 01:55:00
66,66|NATION|DEPARTURE|2021-01-19 02:00:00
67,67|NATION|DEPARTURE|2021-01-19 02:05:00
68,68|NATION|DEPARTURE|2021-01-19 02:10:00
69,69|NATION|DEPARTURE|2021-01-19 02:15:00
70,70|NATION|DEPARTURE|2021-01-19 02:20:00
71,71|NATION|DEPARTURE|2021-01-19 02:25:00
72,72|NATION|DEPARTURE|2021-01-19 02:30:00
73,73|NATION|DEPARTURE|2021-01-19 02:35:00
74,74|NATION|DEPARTURE|2021-01-19 02:40:00
75,75|NATION|DEPARTURE|2021-01-19 02:45:00
76,76|NATION|DEPARTURE|2021-01-19 02:50:00
77,77|NATION|DEPARTURE|2021-01-19 02:55:00
78,78|NATION|DEPARTURE|2021-01-19 03:00:00
79,79|NATION|DEPARTURE|2021-01-19 03:05:00
80,80|NATION|DEPARTURE|2021-01-19 03:10:00
81,81|NATION|DEPARTURE|2021-01-19 03:15:00
82,82|NATION|DEPARTURE|2021-01-19 03:20:00
83,83|NATION|DEPARTURE|2021-01-19 03:25:00
84,84|NATION|DEPARTURE|2021-01-19 03:30:00
85,85|NATION|DEPARTURE|2021-01-19 03:35:00
86,86|NATION|DEPARTURE|2021-01-19 03:40:00
87,87|NATION|DEPARTURE|2021-01-19 03:45:00
88,88|NATION|DEPARTURE|2021-01-19 03:50:00
89,89|NATION|DEPARTURE|2021-01-19 03:55:00
90,90|NATION|DEPARTURE|2021-01-19 04:00:00
91,91|NATION|DEPARTURE|2021-01-19 04:05:00
92,92|NATION|DEPARTURE|2021-01-19 04:10:00
93,93|NATION|DEPARTURE|2021-01-19 04:15:00
94,94|NATION|DEPARTURE|2021-01-19 04:20:00
95,95|NATION|DEPARTURE|2021-01-19 04:25:00
96,96|NATION|DEPARTURE|2021-01-19 04:30:00
97,97|NATION|DEPARTURE|2021-01-19 04:35:00
98,98|NATION|DEPARTURE|2021-01-19 04:40:00
99,99|NATION|DEPARTURE|2021-01-19 04:45:00
100,100|NATION|DEPARTURE|2021-01-19 04:50:00
