0|BASTILLE|ARRIVED|2021-01-19 08:40:01
1|BASTILLE|ARRIVED|2021-01-19 08:44:00
2|BASTILLE|ARRIVED|2021-01-19 08:49:00
3|BASTILLE|ARRIVED|2021-01-19 08:55:29
4|BASTILLE|ARRIVED|2021-01-19 08:59:00
5|BASTILLE|ARRIVED|2021-01-19 09:06:44
6|BASTILLE|ARRIVED|2021-01-19 09:09:21
7|BASTILLE|ARRIVED|2021-01-19 09:15:29
8|BASTILLE|ARRIVED|2021-01-19 09:19:00
9|BASTILLE|ARRIVED|2021-01-19 09:26:04
10|BASTILLE|ARRIVED|2021-01-19 09:29:00
11|BASTILLE|ARRIVED|2021-01-19 09:34:38
12|BASTILLE|ARRIVED|2021-01-19 09:39:00
13|BASTILLE|ARRIVED|2021-01-19 09:44:44
14|BASTILLE|ARRIVED|2021-01-19 09:50:00
15|BASTILLE|ARRIVED|2021-01-19 09:56:09
16|BASTILLE|ARRIVED|2021-01-19 09:59:00
17|BASTILLE|ARRIVED|2021-01-19 10:04:00
18|BASTILLE|ARRIVED|2021-01-19 10:09:00
19|BASTILLE|ARRIVED|2021-01-19 10:15:21
20|BASTILLE|ARRIVED|2021-01-19 10:19:32
21|BASTILLE|ARRIVED|2021-01-19 10:24:00
22|BASTILLE|ARRIVED|2021-01-19 10:31:00
23|BASTILLE|ARRIVED|2021-01-19 10:34:34
24|BASTILLE|ARRIVED|2021-01-19 10:39:08
25|BASTILLE|ARRIVED|2021-01-19 10:45:29
26|BASTILLE|ARRIVED|2021-01-19 10:49:00
27|BASTILLE|ARRIVED|2021-01-19 10:54:00
28|BASTILLE|ARRIVED|2021-01-19 10:59:00
29|BASTILLE|ARRIVED|2021-01-19 11:05:17
30|BASTILLE|ARRIVED|2021-01-19 11:09:00
31|BASTILLE|ARRIVED|2021-01-19 11:14:00
32|BASTILLE|ARRIVED|2021-01-19 11:21:43
33|BASTILLE|ARRIVED|2021-01-19 11:24:00
34|BASTILLE|ARRIVED|2021-01-19 11:29:00
35|BASTILLE|ARRIVED|2021-01-19 11:35:10
36|BASTILLE|ARRIVED|2021-01-19 11:40:44
37|BASTILLE|ARRIVED|2021-01-19 11:45:04
38|BASTILLE|ARRIVED|2021-01-19 11:49:31
39|BASTILLE|ARRIVED|2021-01-19 11:54:04
40|BASTILLE|ARRIVED|2021-01-19 11:59:46
41|BASTILLE|ARRIVED|2021-01-19 12:04:00
42|BASTILLE|ARRIVED|2021-01-19 12:09:54
43|BASTILLE|ARRIVED|2021-01-19 12:14:28
44|BASTILLE|ARRIVED|2021-01-19 12:19:24
45|BASTILLE|ARRIVED|2021-01-19 12:25:10
46|BASTILLE|ARRIVED|2021-01-19 12:29:00
47|BASTILLE|ARRIVED|2021-01-19 12:34:40
48|BASTILLE|ARRIVED|2021-01-19 12:39:33
49|BASTILLE|ARRIVED|2021-01-19 12:44:00
50|BASTILLE|ARRIVED|2021-01-19 12:50:21
51|BASTILLE|ARRIVED|2021-01-19 12:54:19
52|BASTILLE|ARRIVED|2021-01-19 12:59:00
53|BASTILLE|ARRIVED|2021-01-19 01:04:00
54|BASTILLE|ARRIVED|2021-01-19 01:09:00
55|BASTILLE|ARRIVED|2021-01-19 01:15:13
56|BASTILLE|ARRIVED|2021-01-19 01:19:00
57|BASTILLE|ARRIVED|2021-01-19 01:24:56
58|BASTILLE|ARRIVED|2021-01-19 01:30:15
59|BASTILLE|ARRIVED|2021-01-19 01:34:00
60|BASTILLE|ARRIVED|2021-01-19 01:39:00
61|BASTILLE|ARRIVED|2021-01-19 01:44:00
62|BASTILLE|ARRIVED|2021-01-19 01:49:48
63|BASTILLE|ARRIVED|2021-01-19 01:54:00
64|BASTILLE|ARRIVED|2021-01-19 01:59:01
65|BASTILLE|ARRIVED|2021-01-19 02:04:11
66|BASTILLE|ARRIVED|2021-01-19 02:10:37
67|BASTILLE|ARRIVED|2021-01-19 02:14:49
68|BASTILLE|ARRIVED|2021-01-19 02:19:46
69|BASTILLE|ARRIVED|2021-01-19 02:25:03
70|BASTILLE|ARRIVED|2021-01-19 02:29:00
71|BASTILLE|ARRIVED|2021-01-19 02:34:07
72|BASTILLE|ARRIVED|2021-01-19 02:39:00
73|BASTILLE|ARRIVED|2021-01-19 02:44:53
74|BASTILLE|ARRIVED|2021-01-19 02:50:12
75|BASTILLE|ARRIVED|2021-01-19 02:54:47
76|BASTILLE|ARRIVED|2021-01-19 02:59:31
77|BASTILLE|ARRIVED|2021-01-19 03:06:44
78|BASTILLE|ARRIVED|2021-01-19 03:10:02
79|BASTILLE|ARRIVED|2021-01-19 03:14:24
80|BASTILLE|ARRIVED|2021-01-19 03:19:23
81|BASTILLE|ARRIVED|2021-01-19 03:24:00
82|BASTILLE|ARRIVED|2021-01-19 03:29:00
83|BASTILLE|ARRIVED|2021-01-19 03:36:05
84|BASTILLE|ARRIVED|2021-01-19 03:39:00
85|BASTILLE|ARRIVED|2021-01-19 03:45:11
86|BASTILLE|ARRIVED|2021-01-19 03:50:05
87|BASTILLE|ARRIVED|2021-01-19 03:54:02
88|BASTILLE|ARRIVED|2021-01-19 03:59:55
89|BASTILLE|ARRIVED|2021-01-19 04:04:47
90|BASTILLE|ARRIVED|2021-01-19 04:09:00
91|BASTILLE|ARRIVED|2021-01-19 04:14:00
92|BASTILLE|ARRIVED|2021-01-19 04:19:00
93|BASTILLE|ARRIVED|2021-01-19 04:24:00
94|BASTILLE|ARRIVED|2021-01-19 04:30:12
95|BASTILLE|ARRIVED|2021-01-19 04:34:13
96|BASTILLE|ARRIVED|2021-01-19 04:39:12
97|BASTILLE|ARRIVED|2021-01-19 04:44:02
98|BASTILLE|ARRIVED|2021-01-19 04:50:27
99|BASTILLE|ARRIVED|2021-01-19 04:54:00
100|BASTILLE|ARRIVED|2021-01-19 04:59:00
